Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure_Days,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Education_Encoded,Customer_Activity_Level_Encoded,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Preferred_Shopping_Channel_Catalog,Preferred_Shopping_Channel_Deals,Preferred_Shopping_Channel_None,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fish,Product_Preference_Fruits,Product_Preference_Gold,Product_Preference_Meat,Product_Preference_Sweets,Product_Preference_Wines,Income_log,Total_Spending_log,Avg_Spending_Per_Purchase_log,MntWines_log,MntFruits_log,MntMeatProducts_log,MntFishProducts_log,MntSweetProducts_log,MntGoldProds_log,Customer_Age_scaled,Customer_Tenure_Days_scaled,Recency_scaled,Total_Purchases_scaled,Digital_Engagement_scaled,Deal_Dependency_scaled,Income_log_scaled,Total_Spending_log_scaled,Avg_Spending_Per_Purchase_log_scaled,MntWines_log_scaled,MntFruits_log_scaled,MntMeatProducts_log_scaled,MntFishProducts_log_scaled,MntSweetProducts_log_scaled,MntGoldProds_log_scaled,Total_Children_scaled,Family_Size_scaled,Total_Campaign_Acceptance_scaled,NumDealsPurchases_scaled,NumWebPurchases_scaled,NumCatalogPurchases_scaled,NumStorePurchases_scaled,NumWebVisitsMonth_scaled,Education_Encoded_scaled,Customer_Activity_Level_Encoded_scaled
18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,32,25,1,3,10,4,0,2.5,9,0.25,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.825147561084876,2.3978952727983707,1.252762968495368,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,-0.6666666666666666,-0.9540229885057471,0.52,-0.8461538461538461,0.0,0.48148148148148157,-1.5636379439021424,-1.3260841332976208,-1.3174103999738638,-1.3528286983107507,-0.3877619350384901,-1.1921710908689298,-0.576043627965019,-0.5308733279587541,-1.451179391371804,0.0,0.0,0.0,-0.5,-0.75,-0.5,-0.6,0.5,1.0,-0.5
82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,40,391,0,2,1435,16,3,89.6875,4,0.0625,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.32158334495519,7.269616749608169,4.507419530644406,6.981934677156389,4.23410650459726,4.6443908991413725,3.4011973816621555,4.5217885770490405,4.23410650459726,-0.2222222222222222,0.09770114942528736,-0.46,0.07692307692307693,-1.25,-0.6018518518518519,0.7264592845400879,0.4754325080433138,0.8928794370795546,0.6045710550303725,0.7189299498162411,0.16230388822455682,0.3285161072382096,0.8204690990142031,0.5833096295721429,-1.0,-1.0,3.0,-0.5,-0.25,0.5,0.6,-1.25,1.0,0.5
93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,73,443,0,2,2119,22,1,96.31818181818181,9,0.0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.440655802090147,7.659171367666058,4.577985835231367,7.1592919047975645,3.7612001156935624,6.57507584059962,4.02535169073515,0.0,3.091042453358316,1.6111111111111112,0.2471264367816092,0.56,0.5384615384615384,0.0,-0.9629629629629629,0.9086839459708002,0.6194861306658572,0.9408021542353049,0.6635783591885431,0.5520147438379108,0.8998187567483791,0.5737121950001144,-0.7755238700769802,-0.07344777701387911,-1.0,-1.0,1.0,-1.0,0.75,2.0,0.0,-1.0,2.0,-0.5
48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,61,208,3,5,20,4,0,5.0,9,0.25,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.793167332983991,3.044522437723423,1.791759469228055,2.3978952727983707,0.0,2.0794415416798357,1.0986122886681098,0.0,0.6931471805599453,0.9444444444444444,-0.4281609195402299,-0.82,-0.8461538461538461,0.0,0.48148148148148157,-0.08221159697941768,-1.0869675081168189,-0.951369171036892,-0.9205531871755583,-0.7755238700769802,-0.8174977601529947,-0.576043627965019,-0.7755238700769802,-1.451179391371804,2.0,2.0,0.0,-0.5,-0.75,-0.5,-0.6,0.5,0.0,0.5
92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,28,67,0,2,1795,27,3,66.48148148148148,7,0.037037037037037035,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.439397324681515,7.493317248862145,4.2118532118155745,6.313548046277095,4.927253685157205,6.675823221634848,5.19295685089021,4.6443908991413725,3.5263605246161616,-0.8888888888888888,-0.8333333333333334,-0.14,0.9230769230769231,-0.5,-0.7489711934156378,0.9067580125918812,0.5581548422327087,0.6921555762949028,0.3821967331710868,0.9635804919344672,0.9383039025548172,1.0324003962332995,0.8637423393967315,0.1766680123939431,-1.0,-1.0,3.0,-0.5,0.5,1.25,1.6,-1.25,0.0,0.0
75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,25,86,1,3,1188,19,2,62.526315789473685,8,0.10526315789473684,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.231013380740361,7.080867896690782,4.151454241931091,6.68586094706836,0.0,5.697093486505405,0.0,3.5553480614894135,4.060443010546419,-1.0555555555555556,-0.7787356321839081,-0.42,0.3076923076923077,-0.25,-0.35477582846003897,0.5878539222090389,0.40563496292844925,0.651137660347415,0.5060663993312301,-0.7755238700769802,0.5644325802979867,-1.007628303794069,0.4793580006964157,0.4835297564776514,0.0,0.0,2.0,0.0,-0.5,0.75,1.0,0.0,0.0,0.5
10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,25,57,1,3,43,7,0,6.142857142857143,6,0.2857142857142857,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9.250041738827735,3.784189633918261,1.9661128563728327,1.0986122886681098,1.0986122886681098,2.4849066497880004,2.3978952727983707,1.9459101490553132,2.5649493574615367,-1.0555555555555556,-0.8620689655172413,0.06,-0.6153846153846154,-0.75,0.6878306878306878,-2.443761410480651,-0.8134455571304952,-0.8329629698592529,-1.3528286983107507,-0.3877619350384901,-0.6626115125441394,-0.06562641226476575,-0.08870296647731721,-0.3757191474672522,0.0,0.0,0.0,0.0,-0.75,-0.5,-0.2,-0.25,-1.0,0.0
61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,46,431,1,3,1008,24,0,42.0,8,0.08333333333333333,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.023779790196127,6.9167150203536085,3.7612001156935624,5.937536205082426,0.0,5.247024072160486,4.584967478670572,5.153291594497779,5.153291594497779,0.1111111111111111,0.21264367816091953,-0.96,0.6923076923076923,-0.25,-0.48148148148148145,0.270710295692679,0.34493277790964355,0.3861097802563074,0.2570964179736899,-0.7755238700769802,0.392507644323463,0.7935546279640983,1.0433619562618106,1.1114354289630752,0.0,0.0,0.0,0.0,0.25,0.75,1.4,-0.75,0.0,0.5
84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,53,417,0,1,1688,16,5,105.5,6,0.0625,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11.348828820946935,7.4318919168078,4.66814498514948,7.130098510125578,2.833213344056216,5.857933154483459,3.784189633918261,2.833213344056216,2.833213344056216,0.5,0.1724137931034483,-0.96,0.07692307692307693,-0.75,-0.6018518518518519,0.7681548853328651,0.5354403339377354,1.00203068909792,0.6538656255056249,0.2244761299230198,0.6258727687176752,0.4789728140673139,0.2244761299230198,-0.22158573742309376,-1.0,-2.0,5.0,-0.5,-0.5,0.5,0.8,-0.5,2.0,0.5
42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,25,609,1,3,684,21,0,32.57142857142857,16,0.23809523809523808,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.654620582294726,6.529418838262226,3.5136753650888455,5.4638318050256105,0.0,5.4638318050256105,2.995732273553991,1.6094379124341003,5.2574953720277815,-1.0555555555555556,0.7241379310344828,-0.14,0.46153846153846156,1.75,0.4126984126984127,-0.294239091365144,0.20171430360098272,0.21801172436818056,0.09949348299904068,-0.7755238700769802,0.47532743701226826,0.16923104457519936,-0.20746290290324726,1.1713066169449684,0.0,0.0,0.0,1.5,1.0,-0.25,0.4,0.5,0.0,0.0
67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,47,523,2,4,1082,39,0,27.743589743589745,16,0.38461538461538464,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,11.117064093004759,6.9874902470009905,3.3584147769425137,6.246106765481563,3.871201010907891,5.204006687076795,5.0106352940962555,4.564348191467836,4.564348191467836,0.16666666666666666,0.47701149425287354,0.54,1.8461538461538463,1.75,1.2592592592592595,0.4134695945693009,0.3711047890163682,0.1125717513566567,0.359758808189705,0.590840233434414,0.37607515426619126,0.9607762292753982,0.83549077555264,0.7730528671279314,1.0,1.0,0.0,6.5,1.25,1.0,0.8,0.25,-1.0,-0.5
75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,50,217,1,3,1068,25,0,42.72,12,0.04,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.228398410211748,6.974478911025045,3.777805663308338,6.0844994130751715,4.204692619390966,5.993961427306569,2.5649493574615367,3.6635616461296463,4.74493212836325,0.3333333333333333,-0.40229885057471265,-0.44,0.7692307692307693,0.75,-0.7318518518518518,0.5838520553567593,0.36629331972397894,0.3973868758363738,0.3059915367654268,0.7085481389060245,0.6778350913071314,0.0,0.5175526480805436,0.876808940934975,0.0,0.0,0.0,-0.5,1.0,0.25,1.6,-0.5,0.0,0.5
30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,44,148,1,2,57,7,0,8.142857142857142,6,0.2857142857142857,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10.30948585180595,4.060443010546419,2.2129729343043585,3.258096538021482,0.0,3.1354942159291497,1.0986122886681098,1.3862943611198906,1.791759469228055,0.0,-0.6005747126436781,-0.42,-0.6153846153846154,-0.75,0.6878306878306878,-0.8224221903333238,-0.7112896646823601,-0.6653163039185653,-0.6343615367458626,-0.7755238700769802,-0.41408934665237235,-0.576043627965019,-0.2862227858405282,-0.8199621321402158,0.0,-1.0,0.0,0.0,-0.75,-0.5,-0.2,-0.25,0.0,0.5
50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,374,1,3,46,5,0,9.2,6,0.2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10.838482269204055,3.8501476017100584,2.322387720290225,3.4657359027997265,0.0,2.0794415416798357,1.0986122886681098,0.0,1.9459101490553132,0.7777777777777778,0.04885057471264368,0.0,-0.7692307692307693,-0.75,0.1925925925925927,-0.01286307500261396,-0.7890549229015935,-0.5910109556060998,-0.5652792708825982,-0.7755238700769802,-0.8174977601529947,-0.576043627965019,-0.7755238700769802,-0.731393516412085,0.0,0.0,0.0,-0.5,-0.75,-0.5,-0.4,-0.25,1.0,0.0
67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,48,191,1,2,733,23,0,31.869565217391305,11,0.13043478260869565,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.116514246427819,6.598509028614515,3.4925471602503833,5.8805329864007,3.58351893845611,5.605802066295998,3.367295829986474,3.367295829986474,2.70805020110221,0.2222222222222222,-0.47701149425287354,-0.74,0.6153846153846154,0.5,-0.20933977455716585,0.4126281270399285,0.22726320418274765,0.2036632192224332,0.2381312688930306,0.48930108423645197,0.5295595783247905,0.31519804194714235,0.4129838139810195,-0.2934993113628321,0.0,-1.0,0.0,0.5,0.5,0.0,1.4,-0.25,0.0,0.5
51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,65,296,1,2,467,17,0,27.470588235294116,17,0.11764705882352941,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10.84991944132227,6.148468295917647,3.3488715626604155,5.993961427306569,1.6094379124341003,3.58351893845611,1.9459101490553132,0.0,3.1354942159291497,1.1666666666666667,-0.1752873563218391,-0.7,0.15384615384615385,2.0,-0.28322440087145967,0.004640005618323749,0.06084238700467061,0.10609080040599272,0.2758692658257578,-0.20746290290324726,-0.24294547577288908,-0.24318664449800542,-0.7755238700769802,-0.047907629659445665,0.0,-1.0,0.0,0.0,1.25,-0.25,0.0,0.5,1.0,0.5
32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,43,312,1,3,122,10,0,12.2,9,0.3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.373866111486937,4.812184355372417,2.580216829592325,4.605170185988092,0.0,2.772588722239781,1.0986122886681098,0.6931471805599453,1.791759469228055,-0.05555555555555555,-0.12931034482758622,0.8,-0.38461538461538464,0.0,0.7703703703703704,-0.723896710088196,-0.43330280744213806,-0.4159150433017064,-0.18618592233087805,-0.7755238700769802,-0.5527179709905995,-0.576043627965019,-0.5308733279587541,-0.8199621321402158,0.0,0.0,0.0,0.5,-0.5,-0.25,-0.2,0.25,2.0,-0.5
7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,28,508,1,3,36,7,0,5.142857142857143,10,0.2857142857142857,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8.922791623969637,3.6109179126442243,1.8152899666382492,0.6931471805599453,2.4849066497880004,1.791759469228055,1.6094379124341003,1.9459101490553132,2.302585092994046,-0.8888888888888888,0.4339080459770115,0.94,-0.6153846153846154,0.25,0.6878306878306878,-2.944574468496162,-0.8775198049779676,-0.9353892302064462,-1.4877282074983278,0.10153914919796193,-0.9273913017065346,-0.37536818175688036,-0.08870296647731721,-0.5264628207773835,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.4,0.5,-1.0,-0.5
28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,361,1,3,34,5,0,6.8,9,0.2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.264373617246324,3.5553480614894135,2.0541237336955462,1.791759469228055,1.6094379124341003,2.6390573296152584,2.1972245773362196,0.0,1.6094379124341003,-1.0555555555555556,0.011494252873563218,0.14,-0.7692307692307693,0.0,0.1925925925925927,-0.8914605042037902,-0.8980690116780572,-0.7731933616127528,-1.1222164641568182,-0.20746290290324726,-0.6037264941113603,-0.1444589521359689,-0.7755238700769802,-0.9247165705944205,0.0,0.0,0.0,-0.5,-0.75,-0.5,-0.4,0.5,0.0,0.0
56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,66,192,1,3,156,10,0,15.6,6,0.2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.937098990986824,5.056245805348308,2.8094026953624973,4.356708826689592,3.367295829986474,3.4657359027997265,2.833213344056216,0.0,1.6094379124341003,1.2222222222222223,-0.47413793103448276,0.46,-0.38461538461538464,-0.75,0.1925925925925927,0.13805678648898262,-0.3430511857650126,-0.26027122029458216,-0.26884979340435305,0.4129838139810195,-0.28793818182820424,0.10538624670896068,-0.7755238700769802,-0.9247165705944205,0.0,0.0,0.0,0.0,-0.5,-0.25,0.0,-0.5,2.0,-0.5
18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,68,328,0,2,14,4,0,3.5,5,0.25,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9.803722464346553,2.70805020110221,1.5040773967762742,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3333333333333333,-0.08333333333333333,-0.7,-0.8461538461538461,-1.0,0.48148148148148157,-1.5964262233514876,-1.211391766873758,-1.1467387127690556,-1.2571159733443953,-0.5308733279587541,-1.1921710908689298,-0.37536818175688036,-0.2862227858405282,-1.451179391371804,-1.0,-1.0,0.0,-0.5,-1.0,-0.5,-0.4,-0.25,0.0,0.5
30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,547,1,2,37,5,0,7.4,9,0.2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10.318242707551384,3.6375861597263857,2.128231705849268,2.3978952727983707,1.6094379124341003,2.70805020110221,1.6094379124341003,1.6094379124341003,0.6931471805599453,-1.0555555555555556,0.5459770114942529,-0.72,-0.7692307692307693,0.0,0.1925925925925927,-0.8090209797443741,-0.8676581388004984,-0.7228654408112252,-0.9205531871755583,-0.20746290290324726,-0.577371459454412,-0.37536818175688036,-0.20746290290324726,-1.451179391371804,0.0,-1.0,0.0,-0.5,-0.75,-0.5,-0.4,0.5,0.0,0.5
20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,105,0,2,34,5,0,6.8,9,0.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9.910016194498828,3.5553480614894135,2.0541237336955462,0.0,1.9459101490553132,1.3862943611198906,2.0794415416798357,1.9459101490553132,2.5649493574615367,-0.2222222222222222,-0.7241379310344828,1.0,-0.7692307692307693,0.0,0.1925925925925927,-1.4337577149889476,-0.8980690116780572,-0.7731933616127528,-1.7183404416522603,-0.08870296647731721,-1.0822775493153898,-0.19072946429594947,-0.08870296647731721,-0.3757191474672522,-1.0,-1.0,0.0,-0.5,-0.75,-0.5,-0.4,0.5,-1.0,-0.5
23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,55,352,0,1,20,4,0,5.0,9,0.25,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10.056036950996413,3.044522437723423,1.791759469228055,0.0,0.0,0.6931471805599453,1.0986122886681098,2.5649493574615367,1.791759469228055,0.6111111111111112,-0.014367816091954023,0.46,-0.8461538461538461,0.0,0.48148148148148157,-1.2102922423274514,-1.0869675081168189,-0.951369171036892,-1.7183404416522603,-0.7755238700769802,-1.347057338477785,-0.576043627965019,0.1297907130420535,-0.8199621321402158,-1.0,-2.0,0.0,-0.5,-0.75,-0.5,-0.6,0.5,0.0,-0.5
42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,42,264,1,2,192,11,0,17.454545454545453,13,0.18181818181818182,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.66005544221451,5.262690188904886,2.915310706243417,4.343805421853684,2.70805020110221,4.31748811353631,2.6390573296152584,1.791759469228055,2.3978952727983707,-0.1111111111111111,-0.2672413793103448,0.86,-0.3076923076923077,1.0,0.08754208754208763,-0.28592175641938417,-0.26671000036290915,-0.18834737959353062,-0.27314279653681545,0.18029903213524281,0.03742817196010557,0.02911296866803439,-0.14311139292026412,-0.471701526830916,0.0,-1.0,0.0,0.0,0.25,-0.5,-0.2,0.5,1.0,-0.5
81246.0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,50,183,0,1,1379,17,2,81.11764705882354,5,0.058823529411764705,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,11.305249176433387,7.22983877815125,4.408152939266102,5.988961416889864,5.25227342804663,6.2878585601617845,4.127134385045092,5.056245805348308,3.6375861597263857,0.3333333333333333,-0.5,0.76,0.15384615384615385,-1.0,-0.6230936819172113,0.7014619980117328,0.4607229894717901,0.8254658916277645,0.2742057467271763,1.0782982005642399,0.7901027641121662,0.613697048238939,1.0091090506862161,0.2405736698080648,-1.0,-2.0,2.0,-0.5,0.0,0.75,0.4,-1.25,0.0,-0.5
24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,386,1,3,48,7,0,6.857142857142857,10,0.2857142857142857,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.086975095970052,3.8918202981106265,2.0614230361771577,2.70805020110221,2.0794415416798357,2.4849066497880004,2.4849066497880004,0.0,1.791759469228055,-0.3333333333333333,0.08333333333333333,-0.84,-0.6153846153846154,0.25,0.6878306878306878,-1.1629454996065387,-0.7736447529211181,-0.7682362874070394,-0.8173636728039921,-0.041572243722302185,-0.6626115125441394,-0.03144440163293923,-0.7755238700769802,-0.8199621321402158,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.4,0.5,0.0,0.5
55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,61,190,1,3,428,16,0,26.75,6,0.125,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.927879042172982,6.061456918928017,3.3232358401924436,5.342334251964811,2.0794415416798357,4.418840607796598,3.4339872044851463,4.204692619390966,3.58351893845611,0.9444444444444444,-0.47988505747126436,0.84,0.07692307692307693,-0.75,-0.2407407407407407,0.12394687315187435,0.028666400676434084,0.08868116723748833,0.05907086722362558,-0.041572243722302185,0.07614446889381445,0.3413974350728991,0.7085481389060245,0.20950887690840939,0.0,0.0,0.0,0.0,-0.25,0.0,0.8,-0.75,2.0,-0.5
57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,59,424,1,2,868,27,0,32.148148148148145,7,0.18518518518518517,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10.967508396434619,6.767343125265392,3.5009868522705263,6.066108090103747,2.833213344056216,5.777652323222656,3.784189633918261,3.2188758248682006,3.5263605246161616,0.8333333333333334,0.1925287356321839,0.44,0.9230769230769231,-0.5,0.10699588477366255,0.18459436323314227,0.2896964603100034,0.20939475038210362,0.2998726861108509,0.2244761299230198,0.5952057730619398,0.4789728140673139,0.36059806427048563,0.1766680123939431,0.0,-1.0,0.0,1.5,0.0,1.25,1.2,-0.75,0.0,-0.5
56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,45,499,1,3,1001,27,0,37.074074074074076,15,0.1111111111111111,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.947238786412973,6.90975328164481,3.6395335800107813,6.48768401848461,3.6635616461296463,5.087596335232384,4.143134726391533,3.871201010907891,3.6375861597263857,0.05555555555555555,0.40804597701149425,-0.5,0.9230769230769231,1.5,-0.32098765432098764,0.15357440351785112,0.34235839261354883,0.3034840708476372,0.4401323155749587,0.5175526480805436,0.33160680860721636,0.6199827071600946,0.590840233434414,0.2405736698080648,0.0,0.0,0.0,0.5,1.0,1.75,0.4,0.25,0.0,0.5
36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,43,256,1,2,59,7,0,8.428571428571429,7,0.14285714285714285,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10.497670384943484,4.0943445622221,2.243744592971112,2.70805020110221,1.0986122886681098,3.4339872044851463,2.1972245773362196,1.0986122886681098,1.3862943611198906,-0.05555555555555555,-0.29022988505747127,-0.64,-0.6153846153846154,-0.5,-0.13756613756613756,-0.5344306290386965,-0.6987531907066324,-0.6444187735273732,-0.8173636728039921,-0.3877619350384901,-0.3000660731068272,-0.1444589521359689,-0.3877619350384901,-1.0529256415547674,0.0,-1.0,0.0,-0.5,-0.5,-0.5,-0.2,-0.25,1.0,0.5
70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,34,211,2,4,431,16,0,26.9375,7,0.125,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.168037918747668,6.068425588244111,3.3299698723737876,4.955827057601261,4.2626798770413155,4.672828834461906,4.290459441148391,2.995732273553991,3.1780538303479458,-0.5555555555555556,-0.41954022988505746,0.76,0.07692307692307693,-0.5,-0.2407407407407407,0.49147829919611496,0.031243348845721833,0.0932543572526546,-0.06952128478764265,0.7290150965998392,0.17316707966436307,0.677858529154613,0.28183818133320476,-0.02345463250614205,1.0,1.0,0.0,0.0,0.0,0.0,0.6,-0.75,-1.0,-0.5
65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,38,661,1,3,971,27,0,35.96296296296296,16,0.1111111111111111,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.097288801540568,6.879355804460439,3.609916410307135,6.230481447578482,2.995732273553991,5.8998973535824915,3.258096538021482,3.871201010907891,2.302585092994046,-0.3333333333333333,0.8735632183908046,-0.56,0.9230769230769231,1.75,-0.32098765432098764,0.3832061240870252,0.3311176923265764,0.28337057255735026,0.35456021606950916,0.28183818133320476,0.6419029454268044,0.2722996131660399,0.590840233434414,-0.5264628207773835,0.0,0.0,0.0,0.5,1.25,0.75,1.0,0.25,0.0,0.5
38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,42,679,3,5,348,19,0,18.31578947368421,13,0.3684210526315789,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.571034834045788,5.855071922202427,2.96092286888813,5.10594547390058,3.2188758248682006,4.6443908991413725,2.5649493574615367,1.3862943611198906,3.7612001156935624,-0.1111111111111111,0.9252873563218391,0.82,0.3076923076923077,1.0,1.165692007797271,-0.42215603405351215,-0.04765282403583709,-0.15737142326311268,-0.01957641832729037,0.36059806427048563,0.16230388822455682,0.0,-0.2862227858405282,0.31159714487129303,2.0,2.0,0.0,2.5,0.25,-0.25,0.2,0.5,0.0,-0.5
89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,48,653,0,1,2059,24,3,85.79166666666667,11,0.041666666666666664,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,11.402809214265503,7.630461261783627,4.463510610913026,6.408528791059498,3.2188758248682006,6.882437470997847,5.288267030694535,5.272999558563747,4.174387269895637,0.2222222222222222,0.8505747126436781,-0.1,0.6923076923076923,0.5,-0.7222222222222222,0.8507647443468939,0.6088694043673477,0.8630601805205214,0.41379712392529866,0.36059806427048563,1.0172298203376573,1.069842552559374,1.0856136152542766,0.5489974231271681,-1.0,-2.0,3.0,-0.5,0.75,1.25,0.8,-0.5,-1.0,0.0
42207.0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,30,455,1,3,265,14,2,18.928571428571427,10,0.2857142857142857,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.65036505551704,5.583496308781699,2.992154452206107,4.762173934797756,2.4849066497880004,4.290459441148391,1.3862943611198906,2.8903717578961645,3.8501476017100584,-0.7777777777777778,0.28160919540229884,0.44,-0.07692307692307693,0.25,0.6878306878306878,-0.30075161277380275,-0.14807892378080717,-0.1361615506130685,-0.13395028421677588,0.10153914919796193,0.027103314012286557,-0.4630290774619893,0.2446505421182259,0.36270269768368657,0.0,0.0,2.0,1.0,0.0,-0.25,0.0,0.0,1.0,-0.5
